"streetAddress","zipcode","description","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","homeType","yearBuilt","latestPrice","latest_saledate","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
"12802 Staton Dr","78727","What a great Location! -In Scofield Farms around the corner from Westview Middle school, close to Parmar Lane/ I35 and MoPac. Convenient to shopping and commuting to DT.",30.4174270629883,-97.6882629394531,1.98,2,"FALSE","TRUE","FALSE","TRUE","Single Family",1985,142.5,2019-04-11,"4",2019,2,"0",1,2,0,0,0,0,0,6838,1292,0.366666666666667,4.33333333333333,1053,13,3,3,2
"1408 Tamar Ln","78727","Meticulously renovated in summer 2017.  This two story home with wonderful curb appeal, freshly painted exterior, new roof, window inserts and soaring canopy of shade trees.  Inviting open floor plan newly painted and updated flooring throughout this bright and cheery home.  Tastefully remodeled kitchen with Silestone countertops and backsplash. Home layout features master down with en suite bath boasting upgrades throughout. Bonus room and additional bedrooms up. Property backs to green space, Wells Branch Creek and close proximity to entrance of Scofield Farms Neighborhood Park.",30.4181022644043,-97.6793441772461,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1996,340,2018-09-25,"9",2018,40,"0",9,1,0,0,0,0,0,7187,2200,0.533333333333333,4.33333333333333,1053,13,3,4,2
"13528 William Kennedy Dr","78727","Beautiful, 1 story home in fantastic condition with mother in law plan that sits on an over-sized corner lot with lots of trees and belongs to Round Rock ISD.  Stained privacy fence, playscape, 8ft back side fence, red tip bushes 8+ ft tall for extra privacy on side, full gutters, window screens, and sprinkler system to highlight outside.  The interior is move in ready, spacious, open floor plan kitchen, an office (4th bedroom), separate dining room, Elfa master closet and full painted garage. The home is centrally located and only 5 mins from the Domain and 1/2 mile away from the train station!",30.4333171844482,-97.6937408447266,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2004,359,2019-04-11,"4",2019,33,"0",2,2,0,0,0,0,0,10018,2050,2.83333333333333,5.33333333333333,1348,14,2,3,1
"1902 Scofield Ln","78727","Conveniently located near Mopac/Parmer, parks, tech ridge & all the entertainment/restaurants North Austin has to offer. This 1 story, 3bed/2bath features an open living room w/arched & beamed ceiling & boasts a natural stone fireplace. Private backyard w/fence & newly refinished porch. Sold as-is. Repairs: May 2015- new HVAC. Feb 2017- new roof and chimney above roof line. Aug-Dec 2018- new windows, siding, paint, deck and fence.",30.4191379547119,-97.6901397705078,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1982,239.99,2019-02-28,"2",2019,25,"0",1,2,0,0,0,0,0,7492,1100,0.466666666666667,4.33333333333333,1053,13,2,3,1
"12802 Esplanade St","78727","Garage conversion adds extra bedroom, bathroom, and entrance. Great rental property, or mother-in-law homestead. Best features: tile throughout kitchen and living area, rear covered deck, and new roof (2013).",30.4194469451904,-97.6915893554688,1.98,0,"FALSE","FALSE","FALSE","TRUE","Single Family",1981,134.85,2018-05-08,"5",2018,1,"0",3,3,0,0,0,0,0,7840,1808,0.5,4.33333333333333,1053,13,3,4,1
"12910 Lamplight Village Ave","78727","12910 Lamplight Village Ave, Austin, TX 78727 is a single family home that contains 1,761 sq ft and was built in 1977. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $315,618. The Rent Zestimate for this home is $1,900/mo.",30.4225730895996,-97.6929626464844,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1977,300,2020-10-16,"10",2020,46,"0",1,2,1,0,0,0,0,6969,1761,0.666666666666667,4.33333333333333,1053,13,2,3,1
"13625 Campesina Dr","78727","Click the Virtual Tour link to view the 3D Matterport walkthrough. Remarkable home on a quiet cul-de-sac lot beautifully landscaped and backing up to a greenbelt. Inviting attributes like an extended front porch and an open concept floorplan that is complemented by high ceilings and abundant natural light that flows throughout the home. There are three living rooms including a bonus area upstairs. The family room with a gas fireplace is open to the kitchen that boasts a spacious breakfast bar, all stainless steel gas appliances including a cooktop and fridge, a convenient center island, and impressive quartz counters that are highlighted by gleaming backsplash. All bedrooms are on the upper level. The master suite will please the discerning buyer with a sliding frosted-glass barn door, a vaulted ceiling with an arched partition that lends itself to a sitting area, and a luxurious full bath with a garden tub, walk-in closet, and separate shower. Guest bedrooms are a great size with an adjacent full shared bath. The balcony and deck provide a variety of views. This home has it all. Cleaned and disinfected on a regular basis.",30.4313354492188,-97.6872024536133,1.98,2,"TRUE","TRUE","TRUE","TRUE","Single Family",2000,415,2020-11-12,"11",2020,53,"0",4,2,3,0,0,0,0,8537,2015,0.9,2.66666666666667,1063,14,3,3,2
"12921 Tapadero Dr","78727","Great location in Scofield Farms! Established neighborhood with nearby city park. Open foyer with high ceilings. Formal living and dining. Wood floors in main living spaces & great room. Open plan with an abundance of natural light. Fireplace in family room, large kitchen with island cooktop. Owner's suite features crown molding, double vanity, jetted tub & separate shower in bath. Expansive game room & 3 bedrooms upstairs. Deck with privacy screen overlooks backyard.",30.4176158905029,-97.6824417114258,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1996,424.5,2020-04-07,"4",2020,38,"0",3,2,1,2,0,1,0,8407,2855,0.466666666666667,4.33333333333333,1053,13,3,4,2
"1809 Camino Viejo","78758","Stylish home brimming with character offers immaculate presentation, thoughtful upgrades and a wonderful location. 5 bedrooms, study, great room and gameroom/loft space offer a niche for all in this home.  Two walls of windows in great room fill the space with natural light.  Upgraded deck with a retractable awning feels like a 4th living space.  One bedroom on main level with additional beds up. Stunning master suite w. 2 walk in closets and more. Great commute to Northside, West, East & downtown.",30.4067935943604,-97.6931381225586,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2014,650,2020-08-14,"8",2020,33,"0",3,2,1,2,0,1,0,6490,3023,3.63333333333333,5.33333333333333,1236,13,3,5,2
"13204 Billiem Dr","78727","Great home on almost a quarter of an acre. Wood floors in the large living room. Upgraded cabinets in kitchen with granite countertops and gas range. 2 walk-in closets in master and much more. Don't miss out on this one. Convenient to Mopac, The Domain, Scofield Rdg, Metric, Parmer, I35, quick to Howard MetroRail or Tech Rdg Park/Ride. Bike to schools in neighborhood.",30.4230842590332,-97.6859893798828,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1985,285,2019-09-30,"9",2019,27,"0",0,2,1,0,0,0,0,8407,1314,0.6,4.33333333333333,1053,13,2,3,1
"13023 Scofield Farms Dr","78727","This 5 bedroom home has it all...open floorplan, bedroom and full bath downstairs, upstairs game room, and a GORGEOUS composite wood deck overlooking a pristine greenbelt! Stylish open kitchen with built-in Miele Induction cooktop and extended breakfast bar opens to family room. This home is an entertainer's dream with plenty of space for hosting in the formal living and dining area at the entry, to the large family room featuring a wall of windows looking out to the deck and greenbelt. So much storage space including an extended kitchen pantry, loft closet with walk-in attic access and dual walk-in closets in the upstairs master.  Energy efficient with 2 tankless water heaters!  The pièce de résistance of the stunning backyard deck is the motorized SunSetter awning that can be extended or retracted by the press of a button! Incredible location not far from the Domain plus close proximity to Mopac, I-35, Parmer and MetroRail park and ride make getting to all parts of Austin convenient. Contact Laurie Flood Team for more info 512-277-7987.",30.4189720153809,-97.6822967529297,1.98,2,"TRUE","TRUE","FALSE","TRUE","Single Family",1997,424.9,2020-04-13,"4",2020,38,"0",4,2,2,2,0,0,0,8400,2864,0.5,4.33333333333333,1053,13,3,5,2
"13210 Rampart St","78727","FOR SALE APRIL 2018!!!!!    LOCATION, LOCATION, LOCATION!  This adorable 3 bedroom 2 bath home is in North Austin 78727.  In-between I35 and Mopac with easy access to the toll road. Roof replaced in 2006 with gutters. Sunken living room with wet bar and gorgeous fireplace!!  Ceramic tile is throughout with carpet and ceiling fans in all 3 bedrooms.  Walk in closet in Master. 2 car garage with garage door opener. Nice size lot with beautiful trees.  Owner upgraded home in July 2008 with Jeld Wen energy efficient windows throughout the home.  Master bath has Italian porcelain tile, tub, low flush toilets, with newer faucets and lighting fixtures in BOTH bathrooms.  In the kitchen, the stove/hood vent, sink, faucet and disposer were also replaced.  Hot water heater replaced in 2016 and NEW A/C and Heater replaced July 2017 with energy efficient thermostat.  This home has VERY LOW Electric bills!  This is a beautiful home in a prime location and it won't last long!   IF YOU ARE INTERESTED IN PURCHASING CONTACT VIA EMAIL: texafornia@yahoo.com.",30.4240341186523,-97.6864471435547,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1982,149.9,2018-07-27,"7",2018,34,"0",1,2,0,0,0,0,0,7579,1258,0.633333333333333,4.33333333333333,1053,13,2,3,1
"13526 Lamplight Village Ave","78727","Beautiful 3 bed/2 bath home right in the middle of Scofield. Spacious open floor plan w/center island kitchen, bonus room, beautiful hardwood floors, high ceilings, crown molding, and recessed lighting. Large master suite features large walk in closet, garden tub, and separate walk in shower. Solar panels recently installed! Huge savings on electric bill. Brand new granite counter tops, stove top, and under-mount sink. Fridge conveys. Easy access to I-35 and MoPac. Very close to the Domain.",30.4299602508545,-97.6889419555664,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1997,343,2018-04-14,"4",2018,22,"0",3,1,0,0,0,0,0,6664,2173,0.9,2.66666666666667,1063,14,2,3,1
"13429 Equestrian Cv","78727","UPGRADES!! Kitchen: Upscale wood maple Merilatt cabinets, granite counters,SS appliances,upgraded backsplash/flooring,reverse osmosis purifier~Engineered wood floors thruout~Amazing master spa: Gioia marble tile,Caeserstone quartz counter,rimless shower,custom wood cabinets,brushed nickel faucets,freestanding tub, Toto toilets & sink~Custom wood plantation shutters thruout home~Upgraded tile in entry,study~Elfa shelving~New water heater~Upgraded AC and Gas Furnace~Ring doorbell~water softener~Cul-de-sac",30.4304046630859,-97.6912307739258,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1995,409.9,2020-06-29,"6",2020,62,"0",4,2,1,1,0,1,0,7840,2100,1.03333333333333,2.66666666666667,1063,14,2,3,1
"13421 Equestrian Cv","78727","Great 2-story home in popular neighborhood of Scofield Farms on a quiet cul-de-sac.  Home has an abundance of mature trees in the front yard and nice landscaped backyard, compete with a covered porch. House has been well maintained and recently been pre-inspected and Austin Energy audited. Home has 4 bedrooms and 3 full baths, with one bedroom and bath downstairs for guests.  Formal dining room and breakfast are on either side of upgraded kitchen, with stainless steel appliances and Corian countertops. Large Game/Bonus room is upstairs with built-in shelves and cabinets. Home has solar panels and electric car charger in garage. House has incorporated beautiful decorative tile in the entry and around the fireplace. Home is centrally located near Dell and Apple, the Domain and Aboretum areas, with easy access to I-35 and MOPAC/Loop1. Fantastic home is a must see!",30.4301376342773,-97.6914215087891,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1996,382,2019-05-07,"5",2019,24,"0",5,1,0,0,0,0,0,5880,2706,1,2.66666666666667,1063,14,3,4,2
"13100 Elysian Fields Cv","78727","**NEW REDUCED PRICE** Updated and ready for move in home just 3 miles from Apple campus and 5 miles from Domain.  New floors, new windows, new roof, new kitchen, new baths, new siding, new doors, lighting fixtures, new appliances, etc.  3 bedroom up and 2.5 half baths.  Large bedrooms with good size closets.  Huge corner lot with tons of big trees make for a perfectly private home site on a cul de sac street. Don't want to miss this one!",30.4238471984863,-97.6892700195312,1.98,2,"FALSE","TRUE","TRUE","FALSE","Single Family",1983,405,2020-11-16,"11",2020,52,"0",4,2,1,0,0,0,0,9975,1462,0.633333333333333,4.33333333333333,1053,13,3,3,2
"2009 Magazine St","78727","Updated 4/2 with converted garage.  Home is carpet free with stained concrete, tile, and Laminate flooring. Heating (HVAC), dryer, water heater, oven and cook-top are all gas.  Kitchen and adjoining den area overlook sunken living room. Xeriscaped backyard with in ground pool, privacy fence, and fire pit.  Detached workshop is approx. 185 SF (9.5' x 19.5') w/electric, Ethernet, a/c, spacious attic, windows, and closet, the perfect place for hobby or play room. Don't miss out on this great home with easy access to Mopac and I-35",30.4254150390625,-97.6889038085938,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1983,285,2018-12-20,"12",2018,30,"0",6,1,0,0,0,0,0,9452,1682,0.7,4.33333333333333,1053,13,2,4,1
"1521 Visalia Ln","78727","1521 Visalia Ln, Austin, TX 78727 is a single family home that contains 2,095 sq ft and was built in 1993. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $454,856. The Rent Zestimate for this home is $2,215/mo.",30.4157485961914,-97.6836547851562,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1993,395,2020-02-14,"2",2020,1,"0",4,2,1,0,0,0,0,8058,2095,0.466666666666667,4.33333333333333,1053,13,2,4,1
"13107 Elysian Fields Cv","78727","Location, Location! This amazing home sits on a quiet cul-de-sac, surrounded by beautiful mature trees. Freshly painted, carpet in all 3 bedrooms, farm-style kitchen with custom cabinets. Natural stone fireplace. H-U-G-E backyard (.31acres) with decking, patio covered by a mature oak tree, Tin roof Arbor! This backyard is a beauty! Large Outbuilding with Electricity and A/C, with many possibilities. Less than 5 miles from Apple, IH-35, and The Domain.

Renter responsible for utilities and lawn care . Last months rent due at signing.",30.4243392944336,-97.6886978149414,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1983,305,2019-08-23,"8",2019,40,"0",2,2,0,0,0,0,0,13503.6,1309,0.666666666666667,4.33333333333333,1053,13,2,3,1
"13208 Bourbon St","78727","Quite family neighborhood; pride of ownership",30.42551612854,-97.6897811889648,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1979,278,2019-08-07,"8",2019,1,"0",4,1,1,0,0,1,0,7536,1294,0.766666666666667,4.33333333333333,1053,13,2,3,1
